"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"tibble","tibble","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.1.3",NA,"R (>= 3.1.0)","ellipsis (>= 0.3.2), fansi (>= 0.4.0), lifecycle (>= 0.2.0),
magrittr, methods, pillar (>= 1.6.0), pkgconfig, rlang (>=
0.4.3), utils, vctrs (>= 0.3.8)",NA,"bench, bit64, blob, cli, covr, crayon (>= 1.3.4), DiagrammeR,
dplyr, evaluate, formattable, ggplot2, hms, htmltools, knitr,
lubridate, mockr, nycflights13, purrr, rmarkdown, testthat (>=
3.0.2), tidyr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tidybayes","tidybayes","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.0.0",NA,"R (>= 3.5.0)","methods, ggdist (>= 3.0.0), dplyr (>= 0.8.0), tidyr (>=
1.0.0), ggplot2 (>= 3.3.5), coda, rlang (>= 0.3.0),
arrayhelpers, tidyselect, tibble, magrittr, posterior (>=
1.0.1), withr, vctrs",NA,"knitr, testthat, purrr (>= 0.2.3), forcats, vdiffr (>=
1.0.0), svglite, rstan (>= 2.17.0), rstantools (>= 2.1.0),
runjags, rjags, jagsUI, rstanarm (>= 2.19.2), emmeans, broom
(>= 0.4.3), dotwhisker, MCMCglmm, bayesplot, modelr, brms (>=
2.15.0), cowplot, covr, gdtools, rmarkdown, ggrepel, bindrcpp,
RColorBrewer, gganimate, gifski, png, pkgdown, distributional,
transformr",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.1.0"
"tidygraph","tidygraph","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.0",NA,NA,"tibble, dplyr (>= 0.8.5), igraph, magrittr, utils, rlang, R6,
Rcpp, tools, stats, tidyr, pillar","Rcpp","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tidymodels","tidymodels","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.3",NA,"R (>= 3.1)","broom (>= 0.7.6), cli (>= 2.4.0), conflicted (>= 1.0.4), dials
(>= 0.0.9), dplyr (>= 1.0.5), ggplot2 (>= 3.3.3), infer (>=
0.5.4), modeldata (>= 0.1.0), parsnip (>= 0.1.5), purrr (>=
0.3.4), recipes (>= 0.1.16), rlang (>= 0.4.10), rsample (>=
0.0.9), rstudioapi (>= 0.13), tibble (>= 3.1.0), tidyr (>=
1.1.3), tune (>= 0.1.3), workflows (>= 0.2.2), workflowsets (>=
0.0.2), yardstick (>= 0.0.8)",NA,"covr, glue, knitr, rmarkdown, testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"tidyr","tidyr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.3",NA,"R (>= 3.1)","dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.6)","cpp11 (>= 0.2.6)","covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tidyselect","tidyselect","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.1",NA,"R (>= 3.2)","ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.6),
vctrs (>= 0.3.0)",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
2.3.0), tibble (>= 2.1.3), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tidyverse","tidyverse","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.3.1",NA,"R (>= 3.3)","broom (>= 0.7.6), cli (>= 2.4.0), crayon (>= 1.4.1), dbplyr
(>= 2.1.1), dplyr (>= 1.0.5), dtplyr (>= 1.1.0), forcats (>=
0.5.1), googledrive (>= 1.0.1), googlesheets4 (>= 0.3.0),
ggplot2 (>= 3.3.3), haven (>= 2.3.1), hms (>= 1.0.0), httr (>=
1.4.2), jsonlite (>= 1.7.2), lubridate (>= 1.7.10), magrittr
(>= 2.0.1), modelr (>= 0.1.8), pillar (>= 1.6.0), purrr (>=
0.3.4), readr (>= 1.4.0), readxl (>= 1.3.1), reprex (>= 2.0.0),
rlang (>= 0.4.10), rstudioapi (>= 0.13), rvest (>= 1.0.0),
stringr (>= 1.4.0), tibble (>= 3.1.0), tidyr (>= 1.1.3), xml2
(>= 1.3.2)",NA,"covr, feather, glue, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"timeDate","timeDate","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3043.102",NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"tinytex","tinytex","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.32",NA,NA,"xfun (>= 0.23)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"truncdist","truncdist","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0-2",NA,"R (>= 2.0.1), stats4,evd",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"truncnorm","truncnorm","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0-8",NA,"R (>= 3.4.0)",NA,NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"tune","tune","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.6",NA,"R (>= 2.10)","cli (>= 2.0.0), dials (>= 0.0.9), dplyr (>= 1.0.0), foreach,
generics (>= 0.1.0), ggplot2, glue, GPfit, hardhat (>= 0.1.6),
lifecycle (>= 1.0.0), parsnip (>= 0.1.4), purrr (>= 0.3.2),
recipes (>= 0.1.15), rlang (>= 0.4.0), rsample (>= 0.0.9),
tibble (>= 3.1.0), tidyr, vctrs (>= 0.3.0), withr, workflows
(>= 0.2.3), yardstick (>= 0.0.7)",NA,"covr, kernlab, knitr, modeldata, randomForest, spelling,
testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"tweenr","tweenr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.2",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang","Rcpp","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tzdb","tzdb","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.2",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.2.7)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"usethis","usethis","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.1",NA,"R (>= 3.2)","cli, clipr (>= 0.3.0), crayon, curl (>= 2.7), desc, fs (>=
1.3.0), gert (>= 1.0.2), gh (>= 1.2.0), glue (>= 1.3.0),
jsonlite, lifecycle, purrr, rappdirs, rlang (>= 0.4.10),
rprojroot (>= 1.2), rstudioapi, stats, utils, whisker, withr
(>= 2.3.0), yaml",NA,"covr, knitr, magick, mockr, rmarkdown, roxygen2, spelling (>=
1.2), styler (>= 1.2.0), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"utf8","utf8","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.2",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"uuid","uuid","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1-4",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"V8","V8","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.4.2",NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"vaplot","vaplot","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.0.0.9000",NA,NA,"magrittr, dplyr, tidyselect, rlang, tidyr, purrr, MASS,
ggplot2, glue, colorspace",NA,"testthat (>= 2.1.0), covr, xpose, knitr, rmarkdown, numDeriv",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"vcd","vcd","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4-8",NA,"R (>= 2.4.0), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR3, coin",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"vctrs","vctrs","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.8",NA,"R (>= 3.3)","ellipsis (>= 0.2.0), glue, rlang (>= 0.4.10)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown, rmarkdown, testthat (>= 2.3.0),
tibble, withr, xml2, waldo (>= 0.2.0), zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"vegawidget","vegawidget","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.2",NA,"R (>= 2.10)","jsonlite, htmlwidgets, assertthat, rlang, glue, magrittr,
htmltools, digest",NA,"spelling, knitr, rmarkdown, listviewer, httr, testthat (>=
3.0.0), yaml, fs, usethis (>= 1.5.0), readr, tibble, lubridate,
learnr, processx, rsvg, dplyr, png, conflicted, here, withr,
shiny, purrr, rsconnect",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"viridis","viridis","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.1",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown, rgdal",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"viridisLite","viridisLite","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4.0",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"vpc","vpc","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.2",NA,"R (>= 3.1.0)","classInt, dplyr, MASS, survival, ggplot2, readr, stringr,
tidyr",NA,"knitr, testit",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"vroom","vroom","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.5.3",NA,"R (>= 3.1)","bit64, crayon, cli, glue, hms, lifecycle, methods, rlang (>=
0.4.2), stats, tibble (>= 2.0.0), tzdb (>= 0.1.1), vctrs (>=
0.2.0), tidyselect, withr","progress (>= 1.2.1), cpp11 (>= 0.2.0), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
waldo, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"waiter","waiter","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.2.3",NA,NA,"R6, shiny, htmltools",NA,"knitr, packer, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"waldo","waldo","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.2.5",NA,NA,"cli, diffobj, fansi, glue, methods, rematch2, rlang (>=
0.4.10), tibble",NA,"testthat (>= 3.0.0), covr, R6",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"warp","warp","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.2.0",NA,"R (>= 3.2)",NA,NA,"covr, testthat (>= 2.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"webshot","webshot","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.5.2",NA,"R (>= 3.0)","magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"webutils","webutils","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1",NA,NA,"curl (>= 2.5), jsonlite",NA,"httpuv, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"whisker","whisker","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"withr","withr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.4.2",NA,"R (>= 3.2.0)","graphics, grDevices, stats",NA,"covr, DBI, knitr, lattice, methods, rmarkdown, RSQLite,
testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"workflows","workflows","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.2.3",NA,"R (>= 3.2)","cli (>= 2.0.0), ellipsis (>= 0.2.0), generics (>= 0.1.0),
glue, hardhat (>= 0.1.6), lifecycle (>= 1.0.0), parsnip (>=
0.1.5), rlang (>= 0.4.1), tidyselect (>= 1.1.0), vctrs (>=
0.3.6)",NA,"butcher (>= 0.1.3), covr, knitr, magrittr, modeldata (>=
0.0.2), recipes, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"workflowsets","workflowsets","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.0",NA,"R (>= 2.10)","cli, dplyr (>= 1.0.0), generics, ggplot2, hardhat (>= 0.1.6),
lifecycle (>= 1.0.0), prettyunits, purrr, rlang, rsample (>=
0.0.9), stats, tibble (>= 3.1.0), tidyr, tune (>= 0.1.3),
vctrs, withr, workflows (>= 0.2.3)",NA,"covr, dials, kknn, knitr, modeldata, parsnip, recipes (>=
0.1.15), rmarkdown, spelling, testthat (>= 3.0.0), yardstick",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"xfun","xfun","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.24",NA,NA,"stats, tools",NA,"testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown, knitr, htmltools, remotes, pak, renv, curl,
jsonlite, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"xgxr","xgxr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.1",NA,"R (>= 3.5.0)","assertthat, binom, Deriv, DescTools, dplyr, ggplot2, glue,
graphics, grDevices, gtable, Hmisc, labeling, magrittr,
minpack.lm, pander, png, RCurl, readr, scales, stats, stringr,
tibble, utils",NA,"caTools, gridExtra, knitr, pkgdown, rmarkdown, testthat,
tidyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"xlsx","xlsx","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.5",NA,NA,"rJava, xlsxjars, grDevices, utils",NA,"rprojroot, testthat, covr, tibble, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"xlsxjars","xlsxjars","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.1",NA,"rJava",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"xml2","xml2","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.3.2",NA,"R (>= 3.1.0)","methods",NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"xopen","xopen","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.0",NA,"R (>= 3.1)","processx",NA,"ps, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"xpose","xpose","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4.13",NA,"R (>= 3.3.0), ggplot2 (>= 3.1.0)","dplyr (>= 0.8.0), ggforce (>= 0.2.0), grDevices, purrr (>=
0.3.0), readr (>= 1.3.0), rlang (>= 0.3.0), stringr (>= 1.4.0),
tibble (>= 2.1.0), tidyr (>= 0.8.0), utils, stats, vpc (>=
1.1.0)",NA,"here, gridExtra, rmarkdown, knitr, testthat, plotly, webshot,
mvtnorm",NA,"LGPL-3",NA,NA,NA,NA,"no","4.1.0"
"xpose4","xpose4","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","4.7.1",NA,"R (>= 2.2.0), lattice","Hmisc, survival, dplyr, tibble, methods, lazyeval, gam,
splines, grid, readr",NA,"testthat",NA,"LGPL (>= 3)",NA,NA,NA,NA,"no","4.1.0"
"xtable","xtable","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.8-4",NA,"R (>= 2.10.0)","stats, utils",NA,"knitr, plm, zoo, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"xts","xts","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.12.1",NA,"zoo (>= 1.7-12)","methods","zoo","timeSeries, timeDate, tseries, chron, fts, tis, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"yaml","yaml","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.2.1",NA,NA,NA,NA,"RUnit",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"yardstick","yardstick","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.0.8",NA,"R (>= 2.10)","dplyr (>= 0.8.5), generics, pROC (>= 1.15.0), rlang (>=
0.4.0), tidyselect, utils, vctrs (>= 0.3.6)",NA,"covr, crayon, ggplot2, knitr, probably (>= 0.0.6), purrr,
rmarkdown, testthat (>= 3.0.0), tidyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"zip","zip","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.2.0",NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"zoo","zoo","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.8-9",NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"AER, coda, chron, fts, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"BH","BH","/usr/lib/R/site-library","1.66.0-1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.0.3"
"BiocGenerics","BiocGenerics","/usr/lib/R/site-library","0.36.0",NA,"R (>= 4.0.0), methods, utils, graphics, stats, parallel","methods, utils, graphics, stats, parallel",NA,"Biobase, S4Vectors, IRanges, GenomicRanges, DelayedArray,
Biostrings, Rsamtools, AnnotationDbi, affy, affyPLM, DESeq2,
flowClust, MSnbase, annotate, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"graph","graph","/usr/lib/R/site-library","1.68.0",NA,"R (>= 2.10), methods, BiocGenerics (>= 0.13.11)","stats, stats4, utils",NA,"SparseM (>= 0.36), XML, RBGL, RUnit, cluster","Rgraphviz","Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"RBGL","RBGL","/usr/lib/R/site-library","1.66.0",NA,"graph, methods","methods","BH","Rgraphviz, XML, RUnit, BiocGenerics",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"RUnit","RUnit","/usr/lib/R/site-library","0.4.32",NA,"R (>= 2.5.0), utils (>= 2.5.0), methods (>= 2.5.0), graphics
(>= 2.5.0)",NA,NA,"XML (>= 3.1.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.1"
"XML","XML","/usr/lib/R/site-library","3.99-0.5",NA,"R (>= 4.0.0), methods, utils",NA,NA,"bitops, RCurl",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"base","base","/usr/lib/R/library","4.1.0","base",NA,NA,NA,"methods",NA,"Part of R 4.1.0",NA,NA,NA,NA,NA,"4.1.0"
"boot","boot","/usr/lib/R/library","1.3-28","recommended","R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,"Unlimited",NA,NA,NA,NA,"no","4.1.0"
"class","class","/usr/lib/R/library","7.3-19","recommended","R (>= 3.0.0), stats, utils","MASS",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"cluster","cluster","/usr/lib/R/library","2.1.2","recommended","R (>= 3.4.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"codetools","codetools","/usr/lib/R/library","0.2-18","recommended","R (>= 2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.1.0"
"compiler","compiler","/usr/lib/R/library","4.1.0","base",NA,NA,NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,NA,"4.1.0"
"datasets","datasets","/usr/lib/R/library","4.1.0","base",NA,NA,NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,NA,"4.1.0"
"foreign","foreign","/usr/lib/R/library","0.8-81","recommended","R (>= 4.0.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"graphics","graphics","/usr/lib/R/library","4.1.0","base",NA,"grDevices",NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"grDevices","grDevices","/usr/lib/R/library","4.1.0","base",NA,NA,NA,"KernSmooth",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"grid","grid","/usr/lib/R/library","4.1.0","base",NA,"grDevices, utils",NA,"lattice",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"KernSmooth","KernSmooth","/usr/lib/R/library","2.23-20","recommended","R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,"Unlimited",NA,NA,NA,NA,"yes","4.1.0"
"lattice","lattice","/usr/lib/R/library","0.20-44","recommended","R (>= 3.0.0)","grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra","chron","GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"MASS","MASS","/usr/lib/R/library","7.3-54","recommended","R (>= 3.3.0), grDevices, graphics, stats, utils","methods",NA,"lattice, nlme, nnet, survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"Matrix","Matrix","/usr/lib/R/library","1.3-4","recommended","R (>= 3.5.0)","methods, graphics, grid, stats, utils, lattice",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep","GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.1.0"
"methods","methods","/usr/lib/R/library","4.1.0","base",NA,"utils, stats",NA,"codetools",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"mgcv","mgcv","/usr/lib/R/library","1.8-36","recommended","R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"nlme","nlme","/usr/lib/R/library","3.1-152","recommended","R (>= 3.4.0)","graphics, stats, utils, lattice",NA,"Hmisc, MASS",NA,"GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.1.0"
"nnet","nnet","/usr/lib/R/library","7.3-16","recommended","R (>= 3.0.0), stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"parallel","parallel","/usr/lib/R/library","4.1.0","base",NA,"tools, compiler",NA,"methods","snow, nws, Rmpi","Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"rpart","rpart","/usr/lib/R/library","4.1-15","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"spatial","spatial","/usr/lib/R/library","7.3-14","recommended","R (>= 3.0.0), graphics, stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"splines","splines","/usr/lib/R/library","4.1.0","base",NA,"graphics, stats",NA,"Matrix, methods",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"stats","stats","/usr/lib/R/library","4.1.0","base",NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"stats4","stats4","/usr/lib/R/library","4.1.0","base",NA,"graphics, methods, stats",NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,NA,"4.1.0"
"survival","survival","/usr/lib/R/library","3.2-11","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"tcltk","tcltk","/usr/lib/R/library","4.1.0","base",NA,"utils",NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"tools","tools","/usr/lib/R/library","4.1.0","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"utils","utils","/usr/lib/R/library","4.1.0","base",NA,NA,NA,"methods, xml2, commonmark",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
